UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,TWF,HDF,PWF,OSF,RNF,Machine_failure,Failure_mode
1990,L48989,L,299.64,310.77,1516,34.97,151.7,0,0,0,0,0,0,No_Failure
1991,L48990,L,302.19,311.98,1605,49.51,136.8,0,0,0,0,0,0,No_Failure
1992,M48991,M,301.94,311.65,1497,51.69,11.0,0,0,0,0,0,0,No_Failure
1993,L48992,L,298.41,308.14,1392,30.41,8.6,0,0,0,0,0,0,No_Failure
1994,L48993,L,298.91,309.03,1412,25.03,228.5,0,0,0,0,0,0,No_Failure
1995,L48994,L,298.02,309.11,1695,39.02,162.1,0,0,0,0,0,0,No_Failure
1996,M48995,M,298.69,309.61,1635,28.6,155.1,0,0,0,0,0,0,No_Failure
1997,L48996,L,297.2,307.21,1232,27.23,188.0,0,0,0,0,0,0,No_Failure
1998,L48997,L,299.72,310.82,1275,29.59,4.0,0,0,0,0,0,0,No_Failure
1999,H48998,H,301.27,311.61,1285,50.47,58.7,0,0,0,0,0,0,No_Failure
2000,M48999,M,298.43,309.29,1691,46.5,164.5,0,0,0,0,0,0,No_Failure
2001,H49000,H,299.82,308.79,1188,64.57,181.8,0,0,0,0,0,0,No_Failure
2002,L49001,L,299.56,311.3,1642,33.58,159.3,0,0,0,0,0,0,No_Failure
2003,H49002,H,302.11,312.33,1572,53.3,104.0,0,0,0,0,0,0,No_Failure
2004,M49003,M,298.78,306.03,1526,44.94,149.0,0,0,0,0,0,0,No_Failure
2005,L49004,L,298.85,310.51,1415,34.44,177.1,0,0,0,0,0,0,No_Failure
2006,H49005,H,298.31,308.31,1714,38.53,102.8,0,0,0,0,0,0,No_Failure
2007,L49006,L,297.72,307.33,1520,34.39,142.7,0,0,0,0,0,0,No_Failure
2008,L49007,L,301.06,310.45,1240,42.59,20.0,0,0,0,0,0,0,No_Failure
2009,L49008,L,299.73,310.17,1282,49.87,42.9,0,0,0,0,0,0,No_Failure
2010,M49009,M,300.11,309.22,1204,36.31,195.5,0,0,0,0,0,0,No_Failure
2011,L49010,L,302.55,311.97,1716,48.48,96.1,0,0,0,0,0,0,No_Failure
2012,L49011,L,302.66,312.11,1756,52.71,196.8,0,0,0,0,0,0,No_Failure
2013,L49012,L,296.71,306.42,1696,54.94,170.6,0,0,1,0,0,1,PWF
2014,L49013,L,301.3,310.78,1474,28.27,91.7,0,0,0,0,0,0,No_Failure
2015,L49014,L,300.45,311.3,1243,39.51,195.0,0,0,0,0,1,1,RNF
2016,M49015,M,299.08,309.35,1310,47.09,32.0,0,0,0,0,0,0,No_Failure
2017,L49016,L,300.66,311.05,1322,29.13,40.6,0,0,0,0,0,0,No_Failure
2018,L49017,L,296.55,307.16,1492,26.9,103.5,0,0,0,0,0,0,No_Failure
2019,M49018,M,302.93,312.83,1750,39.74,165.9,0,0,0,0,0,0,No_Failure
2020,L49019,L,301.03,310.01,1749,35.87,75.3,0,0,0,0,0,0,No_Failure
2021,M49020,M,298.27,310.07,1412,38.28,81.8,0,0,0,0,0,0,No_Failure
2022,L49021,L,298.83,309.76,1097,35.29,218.0,0,0,0,0,0,0,No_Failure
2023,L49022,L,296.59,308.21,1290,61.6,227.7,1,0,0,0,0,1,TWF
2024,L49023,L,299.37,310.41,1714,35.38,230.9,0,0,0,0,0,0,No_Failure
2025,L49024,L,299.03,308.57,1542,45.86,5.6,0,0,0,0,0,0,No_Failure
2026,L49025,L,297.35,305.0,1436,45.19,202.0,0,0,0,0,0,0,No_Failure
2027,H49026,H,301.55,310.32,1423,23.11,192.7,0,0,0,0,0,0,No_Failure
2028,L49027,L,302.55,313.19,1365,54.66,65.3,0,0,0,0,0,0,No_Failure
2029,M49028,M,299.95,309.84,1283,46.26,57.3,0,0,0,0,0,0,No_Failure
2030,M49029,M,299.39,308.97,1873,41.57,8.8,0,0,0,0,0,0,No_Failure
2031,L49030,L,300.87,308.37,1809,50.57,208.0,0,1,1,0,0,1,HDF
2032,M49031,M,299.96,309.95,1352,39.52,153.7,0,0,0,0,0,0,No_Failure
2033,L49032,L,297.84,306.75,1184,48.82,4.0,0,0,0,0,0,0,No_Failure
2034,L49033,L,298.69,307.97,1530,21.24,57.0,0,0,0,0,0,0,No_Failure
2035,L49034,L,299.41,310.26,1473,48.18,210.2,0,0,0,0,0,0,No_Failure
2036,M49035,M,300.5,309.47,1613,41.84,152.3,0,0,0,0,0,0,No_Failure
2037,H49036,H,300.02,309.08,1654,41.99,216.5,0,0,0,0,0,0,No_Failure
2038,L49037,L,300.42,310.61,1289,31.58,37.1,0,0,0,0,0,0,No_Failure
2039,M49038,M,296.95,307.82,1730,37.81,241.0,1,0,0,0,0,1,TWF
2040,M49039,M,301.33,310.93,1436,37.52,52.5,0,0,0,0,0,0,No_Failure
2041,L49040,L,300.01,311.47,1609,28.61,76.8,0,0,0,0,0,0,No_Failure
2042,M49041,M,305.11,313.83,1453,43.58,234.3,1,0,0,0,0,1,TWF
2043,M49042,M,299.22,307.77,1666,55.73,79.2,0,0,0,0,0,0,No_Failure
2044,H49043,H,300.65,309.11,1075,25.79,150.6,0,1,1,0,0,1,HDF
2045,H49044,H,305.66,314.01,1633,44.9,87.1,0,0,0,0,0,0,No_Failure
2046,L49045,L,300.39,310.72,1350,35.8,187.1,0,0,0,0,0,0,No_Failure
2047,L49046,L,299.86,308.89,1513,34.64,78.8,0,0,0,0,0,0,No_Failure
2048,M49047,M,298.03,306.62,1724,40.75,111.6,0,0,0,0,0,0,No_Failure
2049,L49048,L,303.06,313.44,1355,40.9,21.2,0,0,0,0,0,0,No_Failure
2050,L49049,L,297.68,308.51,1327,41.85,233.0,1,0,0,0,0,1,TWF
2051,H49050,H,300.85,311.91,1433,28.69,229.2,1,0,0,0,0,1,TWF
2052,L49051,L,299.05,309.93,1422,50.9,203.5,0,0,0,0,0,0,No_Failure
2053,L49052,L,299.62,308.7,1311,40.81,220.9,0,0,0,0,0,0,No_Failure
2054,H49053,H,297.15,307.43,1519,45.94,152.5,0,0,0,0,0,0,No_Failure
2055,L49054,L,302.69,313.18,1528,52.15,21.6,0,0,0,0,0,0,No_Failure
2056,L49055,L,299.44,308.97,1583,20.79,17.9,0,0,1,0,0,1,PWF
2057,H49056,H,297.57,307.73,1352,46.3,198.9,0,0,0,0,0,0,No_Failure
2058,L49057,L,302.51,311.25,1330,38.36,130.8,0,0,0,0,0,0,No_Failure
2059,L49058,L,298.99,308.36,1479,50.19,70.1,0,0,0,0,0,0,No_Failure
2060,L49059,L,300.67,311.04,1456,31.99,9.5,0,0,0,0,0,0,No_Failure
2061,H49060,H,301.68,313.19,1459,49.35,249.0,0,0,0,0,0,0,No_Failure
2062,L49061,L,300.95,312.1,1373,29.45,24.5,0,0,0,0,0,0,No_Failure
2063,M49062,M,295.61,306.27,1559,44.02,92.2,0,0,0,0,0,0,No_Failure
2064,L49063,L,301.39,311.47,1330,42.84,172.1,0,0,0,0,0,0,No_Failure
2065,L49064,L,299.8,309.72,1478,38.45,157.6,0,0,0,0,0,0,No_Failure
2066,H49065,H,299.34,307.89,1445,29.68,32.0,0,0,0,0,0,0,No_Failure
2067,M49066,M,299.78,308.95,1494,36.31,157.0,0,0,0,0,0,0,No_Failure
2068,H49067,H,296.78,305.98,1713,49.23,85.1,0,0,0,0,0,0,No_Failure
2069,L49068,L,300.38,310.96,1263,54.88,43.2,0,0,0,0,0,0,No_Failure
2070,M49069,M,297.27,308.22,1070,59.54,156.1,0,0,0,0,0,0,No_Failure
2071,H49070,H,299.43,310.16,1393,45.27,227.8,1,0,0,0,0,1,TWF
2072,L49071,L,300.31,311.5,1293,42.51,190.1,0,0,0,0,0,0,No_Failure
2073,L49072,L,302.15,312.22,958,44.49,41.1,0,0,0,0,0,0,No_Failure
2074,H49073,H,298.36,307.38,1814,59.29,44.1,0,0,0,0,0,0,No_Failure
2075,L49074,L,302.9,312.85,1601,45.21,118.7,0,0,0,0,0,0,No_Failure
2076,M49075,M,301.89,311.17,1620,40.87,5.3,0,0,0,0,0,0,No_Failure
2077,H49076,H,299.14,309.8,1449,37.25,5.2,0,0,0,0,0,0,No_Failure
2078,L49077,L,297.78,307.42,1576,38.4,63.7,0,0,0,0,0,0,No_Failure
2079,L49078,L,297.11,307.01,1424,43.86,27.0,0,0,0,0,0,0,No_Failure
2080,L49079,L,300.54,311.24,1647,32.49,138.3,0,0,0,0,0,0,No_Failure
2081,L49080,L,298.53,307.78,1534,33.74,11.0,0,0,0,0,0,0,No_Failure
2082,L49081,L,302.4,313.36,1493,39.36,61.6,0,0,0,0,0,0,No_Failure
2083,M49082,M,298.64,307.29,1507,35.48,14.7,0,0,0,0,0,0,No_Failure
2084,L49083,L,298.2,308.51,1764,45.96,134.2,0,1,0,0,0,1,HDF
2085,M49084,M,300.47,310.38,1530,46.74,89.2,0,0,0,0,0,0,No_Failure
2086,L49085,L,298.63,309.46,1315,42.63,21.0,0,0,0,0,0,0,No_Failure
2087,L49086,L,300.02,308.64,1561,44.9,89.7,0,0,0,0,0,0,No_Failure
2088,L49087,L,301.97,310.44,1588,41.18,0.2,0,0,0,0,0,0,No_Failure
2089,M49088,M,300.23,310.98,1474,3.0,208.8,0,0,1,0,0,1,PWF
2090,L49089,L,300.24,309.85,1491,31.24,92.0,0,0,0,0,0,0,No_Failure
2091,L49090,L,300.41,310.32,1308,47.07,168.5,0,0,0,0,0,0,No_Failure
2092,H49091,H,296.61,305.95,1517,31.61,179.3,0,0,0,0,0,0,No_Failure
2093,M49092,M,300.78,311.7,1281,48.55,140.4,0,0,0,0,0,0,No_Failure
2094,L49093,L,300.32,310.62,1455,49.12,149.0,0,0,0,0,0,0,No_Failure
2095,H49094,H,301.79,312.03,1380,37.35,108.4,0,0,0,0,0,0,No_Failure
2096,L49095,L,301.21,310.04,1677,34.09,103.1,0,0,1,0,0,1,PWF
2097,L49096,L,299.6,310.1,1779,40.1,77.4,0,0,0,0,0,0,No_Failure
2098,L49097,L,302.06,311.07,1294,39.56,18.0,0,0,0,0,0,0,No_Failure
2099,L49098,L,299.41,308.76,1499,46.27,88.4,0,0,0,0,0,0,No_Failure
2100,L49099,L,300.49,309.13,1444,16.59,117.0,0,0,0,0,0,0,No_Failure
2101,M49100,M,299.38,309.22,1584,32.66,33.8,0,0,0,0,0,0,No_Failure
2102,L49101,L,300.92,311.99,1517,29.88,229.7,0,0,0,0,0,0,No_Failure
2103,H49102,H,299.25,309.47,1430,14.82,2.1,0,0,0,0,0,0,No_Failure
2104,H49103,H,303.3,312.85,1517,35.05,56.6,0,1,0,0,0,1,HDF
2105,M49104,M,304.03,314.14,1461,25.0,172.0,0,0,0,0,0,0,No_Failure
2106,M49105,M,301.75,311.85,1786,36.13,208.3,1,0,0,0,0,1,TWF
2107,M49106,M,303.08,313.15,1357,35.12,119.9,0,0,0,0,0,0,No_Failure
2108,H49107,H,296.92,307.1,1546,44.53,148.9,0,0,0,0,0,0,No_Failure
2109,L49108,L,297.16,306.12,1592,37.5,69.1,0,0,0,0,0,0,No_Failure
2110,L49109,L,299.36,309.46,1579,23.09,241.4,0,0,0,0,0,0,No_Failure
2111,M49110,M,300.08,308.33,1446,43.47,163.0,0,0,0,0,0,0,No_Failure
2112,M49111,M,299.6,310.18,1746,64.2,33.3,0,0,1,0,0,1,PWF
2113,L49112,L,296.72,305.61,1124,50.75,186.3,0,0,0,0,0,0,No_Failure
2114,M49113,M,302.3,313.48,1303,46.79,32.3,0,0,0,0,0,0,No_Failure
2115,L49114,L,304.31,311.86,1619,38.05,102.0,0,0,0,0,0,0,No_Failure
2116,H49115,H,302.56,314.24,1342,35.09,124.3,0,0,0,0,0,0,No_Failure
2117,L49116,L,302.17,310.53,1331,34.4,182.8,0,0,0,0,0,0,No_Failure
2118,L49117,L,300.45,309.25,1416,42.41,252.1,0,0,0,0,0,0,No_Failure
2119,L49118,L,298.31,308.61,1359,28.64,94.0,0,0,0,0,0,0,No_Failure
2120,L49119,L,300.15,310.76,1615,42.2,171.0,0,0,0,0,0,0,No_Failure
2121,L49120,L,304.21,313.93,1663,33.36,170.1,0,0,0,0,0,0,No_Failure
2122,L49121,L,299.3,310.19,1516,22.86,46.6,0,0,0,0,0,0,No_Failure
2123,L49122,L,299.09,308.29,1690,33.22,162.6,0,0,0,0,0,0,No_Failure
2124,L49123,L,302.21,311.81,1250,52.51,222.5,1,0,0,0,0,1,TWF
2125,L49124,L,302.35,312.05,1514,41.38,140.6,0,0,0,0,0,0,No_Failure
2126,L49125,L,298.3,307.77,1743,4.47,121.4,0,0,1,0,0,1,PWF
2127,L49126,L,299.48,307.54,1676,33.26,163.8,0,0,0,0,0,0,No_Failure
2128,L49127,L,299.0,308.97,1759,49.03,204.1,0,0,1,0,0,1,PWF
2129,L49128,L,300.14,310.02,1394,37.02,57.0,0,0,0,0,0,0,No_Failure
2130,L49129,L,302.21,313.29,1665,45.24,41.3,0,0,0,0,0,0,No_Failure
2131,L49130,L,298.39,307.11,1423,36.05,164.8,0,0,0,0,0,0,No_Failure
2132,M49131,M,302.18,311.54,1607,41.84,8.7,0,0,0,0,0,0,No_Failure
2133,H49132,H,300.2,311.41,1736,40.35,208.8,0,0,0,0,0,0,No_Failure
2134,H49133,H,304.65,314.95,1357,33.54,76.4,0,0,0,0,0,0,No_Failure
2135,M49134,M,300.64,311.19,1166,45.71,28.1,0,0,0,0,0,0,No_Failure
2136,M49135,M,299.81,310.26,1833,55.32,193.5,0,0,1,0,0,1,PWF
2137,L49136,L,301.15,311.61,1588,43.85,56.4,0,0,0,0,0,0,No_Failure
2138,M49137,M,299.33,311.15,1481,41.04,101.6,0,0,0,0,0,0,No_Failure
2139,M49138,M,296.41,306.5,1471,31.57,104.7,0,0,0,0,0,0,No_Failure
2140,H49139,H,299.52,308.51,1123,49.38,207.5,0,0,0,0,0,0,No_Failure
2141,H49140,H,299.49,310.13,1538,34.89,66.9,0,0,0,0,0,0,No_Failure
2142,L49141,L,296.82,306.25,1404,45.61,160.2,0,0,0,0,0,0,No_Failure
2143,M49142,M,299.85,309.74,1509,47.62,252.7,0,0,0,0,0,0,No_Failure
2144,H49143,H,295.87,306.24,1505,49.88,151.6,0,0,0,0,0,0,No_Failure
2145,L49144,L,299.3,308.48,900,50.06,35.7,0,0,0,0,0,0,No_Failure
2146,H49145,H,300.49,309.98,1588,49.7,71.7,0,0,0,0,0,0,No_Failure
2147,L49146,L,300.19,310.67,1534,27.44,135.4,0,0,0,0,0,0,No_Failure
2148,H49147,H,299.18,308.63,1558,31.41,81.5,0,0,0,0,0,0,No_Failure
2149,M49148,M,299.83,310.8,1467,26.28,130.7,0,0,0,0,0,0,No_Failure
2150,L49149,L,298.43,307.45,1509,25.6,137.4,0,0,0,0,0,0,No_Failure
2151,M49150,M,300.02,309.03,1531,55.25,186.1,0,0,0,0,0,0,No_Failure
2152,L49151,L,300.12,312.02,1549,30.14,157.6,0,0,0,0,0,0,No_Failure
2153,M49152,M,298.2,306.67,1586,28.73,176.6,0,0,0,0,0,0,No_Failure
2154,M49153,M,300.54,310.51,1551,39.44,55.2,0,0,0,0,0,0,No_Failure
2155,M49154,M,300.52,312.37,1833,32.54,107.1,0,0,0,0,0,0,No_Failure
2156,H49155,H,299.67,309.64,1369,62.62,208.8,0,0,0,0,0,0,No_Failure
2157,L49156,L,304.84,316.19,1433,37.27,190.3,0,0,0,0,0,0,No_Failure
2158,L49157,L,299.72,310.37,1805,44.45,46.1,0,0,0,0,0,0,No_Failure
2159,L49158,L,299.44,309.43,1472,32.2,16.2,0,0,0,0,0,0,No_Failure
2160,L49159,L,299.16,309.02,1668,23.38,165.3,0,0,0,0,0,0,No_Failure
2161,L49160,L,298.06,305.94,1524,32.71,112.4,0,0,0,0,0,0,No_Failure
2162,L49161,L,301.37,311.05,1459,32.82,103.8,0,0,0,0,0,0,No_Failure
2163,L49162,L,298.63,308.86,1678,32.75,6.3,0,0,0,0,0,0,No_Failure
2164,L49163,L,298.86,309.1,1593,24.0,96.6,0,0,0,0,0,0,No_Failure
2165,H49164,H,298.92,311.39,1224,41.36,45.2,0,0,0,0,0,0,No_Failure
2166,L49165,L,298.03,308.31,1531,36.63,8.7,0,0,0,0,0,0,No_Failure
2167,H49166,H,296.5,307.13,1321,24.58,100.9,0,0,0,0,0,0,No_Failure
2168,L49167,L,299.07,310.24,1729,41.06,208.7,0,0,0,0,0,0,No_Failure
2169,L49168,L,301.75,312.29,1816,47.62,225.5,0,0,1,0,0,1,PWF
2170,M49169,M,300.39,310.31,1837,51.98,60.3,0,0,0,0,0,0,No_Failure
2171,L49170,L,303.12,313.04,1564,15.8,69.6,0,0,1,0,0,1,PWF
2172,L49171,L,301.5,311.15,1417,32.69,24.9,0,0,0,0,0,0,No_Failure
2173,M49172,M,301.05,311.49,1558,26.29,230.1,0,0,0,0,0,0,No_Failure
2174,L49173,L,303.77,313.59,1331,33.48,16.5,0,0,0,0,0,0,No_Failure
2175,L49174,L,299.81,310.43,1922,53.89,237.1,1,0,1,0,0,1,TWF
2176,M49175,M,300.13,309.12,1715,32.73,162.3,0,0,0,0,0,0,No_Failure
2177,L49176,L,299.98,310.12,1555,35.25,199.0,0,0,0,0,0,0,No_Failure
2178,H49177,H,303.09,314.64,1679,31.71,55.7,0,0,0,0,0,0,No_Failure
2179,L49178,L,300.01,309.78,1411,56.26,153.7,0,0,0,0,0,0,No_Failure
2180,H49179,H,298.7,310.55,1301,17.0,27.5,0,0,1,0,0,1,PWF
2181,M49180,M,301.18,311.34,1102,34.44,166.6,0,0,0,0,0,0,No_Failure
2182,H49181,H,298.37,308.31,1515,31.34,151.9,0,0,0,0,0,0,No_Failure
2183,H49182,H,301.07,311.18,1463,22.79,208.4,1,0,1,0,0,1,TWF
2184,L49183,L,300.83,310.52,1593,51.02,163.2,0,0,0,0,0,0,No_Failure
2185,M49184,M,299.62,307.64,1502,21.97,245.8,0,0,0,0,0,0,No_Failure
2186,L49185,L,301.13,312.01,1585,35.41,124.1,0,0,0,0,0,0,No_Failure
2187,H49186,H,297.02,309.22,1646,39.21,139.6,0,0,0,0,0,0,No_Failure
2188,M49187,M,300.33,310.81,1237,32.49,19.2,0,0,0,0,0,0,No_Failure
2189,L49188,L,299.07,309.62,1656,22.66,27.4,0,0,0,0,0,0,No_Failure
2190,H49189,H,305.72,315.54,1427,38.32,43.9,0,0,0,0,0,0,No_Failure
2191,L49190,L,300.31,311.47,1593,32.38,30.0,0,0,0,0,0,0,No_Failure
2192,M49191,M,298.81,308.77,1684,48.09,34.7,0,0,0,0,0,0,No_Failure
2193,M49192,M,297.24,307.51,1685,45.16,65.9,0,0,0,0,0,0,No_Failure
2194,L49193,L,302.61,311.05,1523,59.44,70.4,0,0,1,0,0,1,PWF
2195,M49194,M,299.3,308.77,1532,41.1,176.0,0,0,0,0,0,0,No_Failure
2196,H49195,H,298.42,308.78,1661,45.89,123.1,0,0,0,0,0,0,No_Failure
2197,L49196,L,300.67,311.58,1230,36.41,234.5,0,0,0,0,0,0,No_Failure
2198,M49197,M,301.3,312.23,1329,57.12,86.8,0,0,0,0,0,0,No_Failure
2199,L49198,L,301.27,309.69,1450,40.1,16.0,0,0,0,0,0,0,No_Failure
2200,M49199,M,300.04,308.56,1260,38.97,213.6,0,0,0,0,0,0,No_Failure
2201,L49200,L,300.32,310.9,1451,45.41,213.2,0,0,0,0,0,0,No_Failure
2202,H49201,H,300.46,309.72,1441,33.55,91.9,0,0,0,0,0,0,No_Failure
2203,H49202,H,300.67,311.57,1516,35.0,17.8,0,0,0,0,0,0,No_Failure
2204,L49203,L,300.85,309.22,1490,45.4,222.9,0,0,0,0,0,0,No_Failure
2205,L49204,L,302.19,312.09,1692,47.32,236.2,0,0,0,0,0,0,No_Failure
2206,M49205,M,300.11,310.08,1603,45.97,252.3,0,0,0,0,0,0,No_Failure
2207,M49206,M,298.37,308.85,1487,39.2,98.9,0,0,0,0,0,0,No_Failure
2208,L49207,L,299.71,308.68,1440,42.7,32.2,0,0,0,0,0,0,No_Failure
2209,L49208,L,301.51,309.54,1491,49.6,95.6,0,0,0,0,0,0,No_Failure
2210,L49209,L,296.43,306.6,1495,29.06,148.1,0,0,0,0,0,0,No_Failure
2211,H49210,H,296.44,306.96,1953,40.01,10.9,0,0,0,0,0,0,No_Failure
2212,L49211,L,301.84,312.84,1238,10.89,69.4,0,0,1,0,0,1,PWF
2213,H49212,H,303.04,312.68,1333,47.4,238.3,0,0,0,0,0,0,No_Failure
2214,L49213,L,297.47,308.25,1307,32.17,11.2,0,0,0,0,0,0,No_Failure
2215,H49214,H,300.2,310.69,1548,32.44,38.2,0,0,0,0,0,0,No_Failure
2216,L49215,L,299.2,310.52,1541,38.78,147.0,0,0,0,0,0,0,No_Failure
2217,L49216,L,299.48,309.42,1397,46.19,242.3,0,0,0,0,0,0,No_Failure
2218,H49217,H,300.61,308.88,1661,63.92,237.9,1,0,1,0,0,1,TWF
2219,H49218,H,297.41,307.35,1567,24.47,65.2,0,0,0,0,0,0,No_Failure
2220,L49219,L,297.79,307.87,1669,31.5,155.3,0,0,0,0,0,0,No_Failure
2221,L49220,L,299.4,309.92,1717,42.29,244.1,0,0,0,0,0,0,No_Failure
2222,L49221,L,299.71,308.18,1116,32.73,159.3,0,0,0,0,0,0,No_Failure
2223,L49222,L,297.75,307.44,1623,48.36,56.1,0,0,0,0,0,0,No_Failure
2224,L49223,L,301.58,312.45,1268,38.32,175.5,0,0,0,0,0,0,No_Failure
2225,H49224,H,299.16,309.06,1545,48.85,129.3,0,0,0,0,0,0,No_Failure
2226,L49225,L,299.16,308.85,1487,37.52,124.9,0,0,0,0,0,0,No_Failure
2227,M49226,M,300.57,312.47,1495,45.45,123.6,0,0,0,0,0,0,No_Failure
2228,L49227,L,299.74,308.67,1283,30.43,28.5,0,0,0,0,0,0,No_Failure
2229,L49228,L,301.67,312.91,1685,59.37,199.7,0,0,0,0,0,0,No_Failure
2230,M49229,M,298.13,309.15,1268,23.0,87.8,0,0,1,0,0,1,PWF
2231,L49230,L,297.21,306.98,1635,32.92,46.7,0,0,0,0,0,0,No_Failure
2232,M49231,M,299.38,309.35,1242,25.8,111.5,0,0,1,0,0,1,PWF
2233,L49232,L,300.12,310.08,1497,48.0,162.7,0,0,0,0,0,0,No_Failure
2234,H49233,H,297.52,307.7,1825,45.4,140.0,0,0,0,0,0,0,No_Failure
2235,M49234,M,297.22,306.63,1925,27.82,207.2,0,0,0,0,0,0,No_Failure
2236,H49235,H,300.36,309.94,1209,49.97,213.4,0,0,0,0,0,0,No_Failure
2237,L49236,L,298.48,308.13,1373,33.01,157.0,0,0,0,0,0,0,No_Failure
2238,L49237,L,297.09,306.77,1406,43.87,139.6,0,0,0,0,0,0,No_Failure
2239,L49238,L,301.93,311.62,1906,46.22,143.4,0,0,0,0,0,0,No_Failure
2240,M49239,M,298.74,306.5,1488,37.55,99.5,0,0,0,0,1,1,RNF
2241,L49240,L,302.3,312.4,1693,49.1,118.7,0,0,0,0,0,0,No_Failure
2242,L49241,L,300.06,309.53,1554,38.56,133.3,0,0,0,0,0,0,No_Failure
2243,L49242,L,300.59,308.72,1284,43.39,202.6,0,1,0,0,0,1,HDF
2244,L49243,L,299.58,309.23,1165,37.26,188.7,0,0,0,0,0,0,No_Failure
2245,L49244,L,294.69,304.31,1390,21.32,49.5,0,0,0,0,0,0,No_Failure
2246,L49245,L,297.73,309.0,1917,38.76,247.4,0,0,0,0,0,0,No_Failure
2247,L49246,L,299.75,309.21,1546,31.26,244.2,1,0,0,0,0,1,TWF
2248,M49247,M,300.73,311.4,1690,53.92,70.6,0,0,0,0,0,0,No_Failure
2249,L49248,L,296.42,307.8,1245,26.36,252.7,1,0,0,0,0,1,TWF
2250,L49249,L,299.89,309.26,1441,52.25,132.9,0,0,0,0,0,0,No_Failure
2251,M49250,M,297.76,307.71,1640,38.21,57.4,0,0,0,0,0,0,No_Failure
2252,M49251,M,300.47,312.2,1304,44.06,182.3,0,0,0,0,0,0,No_Failure
2253,L49252,L,299.96,310.19,1488,26.2,12.1,0,0,0,0,0,0,No_Failure
2254,M49253,M,301.49,311.86,1342,36.91,174.0,0,0,0,0,0,0,No_Failure
2255,H49254,H,302.13,311.73,1649,33.35,211.3,0,0,0,0,0,0,No_Failure
2256,M49255,M,300.92,311.61,1572,61.03,88.7,0,0,0,0,0,0,No_Failure
2257,H49256,H,301.72,311.68,1623,33.11,84.7,0,0,0,0,0,0,No_Failure
2258,M49257,M,299.3,307.47,1657,51.53,68.9,0,0,0,0,0,0,No_Failure
2259,L49258,L,305.65,315.29,1459,51.67,103.1,0,0,0,0,0,0,No_Failure
2260,L49259,L,297.56,306.38,1681,51.39,145.1,0,0,1,0,0,1,PWF
2261,M49260,M,298.94,309.06,1394,34.06,192.8,0,0,0,0,1,1,RNF
2262,H49261,H,301.8,310.89,1613,58.05,224.3,0,0,1,0,0,1,PWF
2263,L49262,L,301.51,311.98,1145,60.12,138.8,0,0,0,0,0,0,No_Failure
2264,L49263,L,300.97,311.02,1366,43.67,120.2,0,0,0,0,0,0,No_Failure
2265,M49264,M,301.35,310.1,1917,35.35,94.8,0,0,0,0,0,0,No_Failure
2266,L49265,L,295.83,305.34,1610,31.39,150.6,0,0,0,0,0,0,No_Failure
2267,M49266,M,303.18,313.8,1610,44.72,36.7,0,0,0,0,0,0,No_Failure
2268,M49267,M,299.59,310.74,1352,40.65,118.1,0,0,0,0,0,0,No_Failure
2269,M49268,M,302.49,311.59,1303,41.83,128.7,0,0,0,0,0,0,No_Failure
2270,H49269,H,295.93,304.84,1452,26.52,159.2,0,0,0,0,0,0,No_Failure
2271,M49270,M,300.51,312.46,1488,40.33,17.3,0,0,0,0,0,0,No_Failure
2272,M49271,M,298.87,308.86,1845,51.44,108.7,0,0,1,0,0,1,PWF
2273,M49272,M,301.14,311.24,1683,48.15,192.7,0,0,0,0,0,0,No_Failure
2274,H49273,H,300.63,309.89,1520,35.86,198.4,0,0,0,0,0,0,No_Failure
2275,H49274,H,300.73,310.95,1512,38.91,137.4,0,0,0,0,0,0,No_Failure
2276,L49275,L,297.88,309.6,1636,25.32,220.6,0,0,0,0,0,0,No_Failure
2277,M49276,M,299.89,310.14,1263,33.35,191.0,0,0,0,0,0,0,No_Failure
2278,L49277,L,299.64,310.7,1154,36.6,201.7,0,0,0,0,0,0,No_Failure
2279,H49278,H,300.99,311.02,1634,46.33,200.6,0,0,0,0,0,0,No_Failure
2280,M49279,M,301.98,310.95,1513,32.94,184.3,0,0,0,0,0,0,No_Failure
2281,L49280,L,300.3,309.62,1264,29.64,216.6,0,0,0,0,0,0,No_Failure
2282,L49281,L,297.45,306.33,1123,47.58,24.5,0,0,0,0,0,0,No_Failure
2283,L49282,L,300.22,310.43,1661,35.77,127.5,0,0,0,0,0,0,No_Failure
2284,M49283,M,305.22,316.45,1406,31.61,208.8,0,0,0,0,0,0,No_Failure
2285,L49284,L,303.29,313.45,1572,48.12,27.7,0,0,0,0,0,0,No_Failure
2286,L49285,L,294.05,303.74,1453,44.59,39.3,0,0,0,0,0,0,No_Failure
2287,H49286,H,300.13,309.34,1494,37.93,101.6,0,0,0,0,0,0,No_Failure
2288,M49287,M,301.86,312.22,1393,36.49,142.7,0,0,0,0,0,0,No_Failure
2289,L49288,L,299.64,308.4,1486,43.8,183.1,0,0,0,0,0,0,No_Failure
2290,L49289,L,299.08,307.95,1604,45.39,141.9,0,0,0,0,0,0,No_Failure
2291,H49290,H,299.47,310.37,1450,42.09,54.8,0,0,0,0,0,0,No_Failure
2292,M49291,M,301.1,310.83,1440,41.21,214.5,0,0,0,0,0,0,No_Failure
2293,M49292,M,297.7,307.41,1609,33.93,67.0,0,0,0,0,0,0,No_Failure
